Date/time: 12:12:36.201 PM 14-Aug-2019
seed,494
Parent-Memory,5
SchoolSize,100
Number-of-Schools,10
Departure-Probability,1
Number-of-Ranks,6
Initial-School-GCSE-Distribution,uniform
School-Value-Added,true
School-Value-Added-Distribution,normal
Location-Rules,true
Move-Closest,false
Avoid-Schools,true
Avoided-Threshold,0.75
School-Peer-Effect,0.25
Parent-Effect,0.25
Tick,MeanGCSE,RangeGCSE,MeanAppRatio,RangeAppRatio,asp-moran-i,asp-moran-i-p,pv-moran-i,pv-moran-i-p,GA-m,GA-r,GA-p,GMx-m,GMx-r,GMx-p,GMn-m,GMn-r,GMn-p,AMx-m,AMx-r,AMx-p,AMn-m,AMn-r,AMn-p
14,65.82595462072403,28.130846811086357,5.920999999999999,5.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,65.81286376251522,28.888561812220523,5.911,5.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,65.82661422032083,29.906938021137847,5.888,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,65.96256345007515,33.46892042002617,5.927999999999999,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,66.34277013455075,38.14617514364697,5.901000000000001,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,66.5306612329942,38.92280143756484,5.926,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,66.62231600778071,40.92085151353871,5.92,5.729999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,66.40223795984717,41.665933937918844,5.928,5.629999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,66.4748489440641,42.91859699375583,5.914,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,66.41220734324794,44.09813216922962,5.938000000000001,5.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,66.33986460581065,44.511778887161434,5.957,6.460000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,66.38432919618164,45.53377676021311,5.957,6.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,66.37182891125003,46.08911117997416,5.96,7.130000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,66.23620848624324,46.79875036108551,5.959,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,66.21884246435285,47.345714618061415,5.943,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,66.36212506289034,46.808974205561874,5.927,6.5600000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,66.31411545983127,46.98992104966711,5.92,5.869999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,66.60611864189116,47.673291108190334,5.9030000000000005,5.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,66.70296189686317,48.379995764072255,5.928,5.909999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,66.78424249310673,47.48610739727622,5.930999999999999,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,66.6654106195024,48.7093025246207,5.922,6.369999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,66.71715922396075,49.06898935860482,5.949,6.369999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,66.4763069707398,48.56181531910467,5.936999999999999,6.699999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,66.51568957295835,48.044169505607165,5.914,6.210000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,66.46861162928874,48.873348562289536,5.914,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,66.5700521959897,49.480628468014494,5.912,6.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,66.48604588884749,49.093205207472366,5.926,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,66.6176955481667,50.147890823907616,5.918,7.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,66.77144217313337,50.4675546185354,5.930000000000001,6.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,66.67159861368711,50.725473375582375,5.922,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,66.54789069565409,50.25901662937737,5.901,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,66.73276309992104,51.08141842004232,5.902,6.120000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,66.8294748412064,51.02358782539459,5.912,6.280000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,66.70372264273274,51.13592798353006,5.926,6.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,66.91286858546039,50.108192212493215,5.909000000000001,6.8100000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,66.97326229422478,48.69261278356671,5.9079999999999995,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,66.79098924773726,46.75442781943353,5.904999999999999,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,66.52515269769872,46.52173778951463,5.895999999999999,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,66.36456585878375,46.60134239017926,5.868,6.200000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,66.28534402995778,46.63170911492597,5.881,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,66.18221279853942,48.19615614226427,5.914,6.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,66.21151104500066,49.86375817379485,5.938999999999999,6.7700000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,66.30458738373473,50.35588143309457,5.909,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,66.54454434785941,50.098995016960046,5.942000000000001,6.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,66.61602916992007,50.953652595745766,5.931,6.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,66.76116201100622,50.86232276696284,5.932,6.370000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,66.85775658774828,51.22866003240981,5.938,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,66.97461922596322,49.512513752613685,5.920999999999999,6.720000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,66.81374494448043,48.89182999404798,5.936,6.579999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,66.59617358070203,47.62105143943221,5.922999999999999,6.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,66.52079802061547,47.22861908900144,5.909,6.470000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,66.32209621034274,45.81427650451526,5.9079999999999995,5.909999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,66.22520553923603,47.24828764584884,5.9,5.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,66.25319896685302,48.846583961837055,5.894,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,66.4792755170971,51.037707599698585,5.923,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,66.5708485506203,51.52274474909884,5.906000000000001,6.680000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,66.55045283989159,52.670600072027206,5.915,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,66.4349621643011,53.111371273967485,5.914,6.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,66.43019201030938,51.81106762367734,5.899,6.199999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,66.33168490704881,50.80484701732186,5.9030000000000005,5.720000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,66.2808692491928,50.140765949586154,5.899999999999999,6.469999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,66.50061205567303,49.449283112545814,5.889,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,66.54090919722168,47.79088652047942,5.92,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,66.50365694075636,46.73131260754979,5.923,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,66.55421356414125,46.47483797881867,5.915,6.129999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,66.56613702132569,47.523563745806534,5.914,6.149999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,66.59457941221994,47.03277457618397,5.917,5.989999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,66.64025935912434,48.66207708192557,5.914,6.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,66.77530401157283,50.89628883610409,5.912,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,66.70721375807537,51.86207950421337,5.899000000000001,6.229999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,66.83401646957645,50.7468049721637,5.892,6.1800000000000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,66.75949466254816,51.772708850857384,5.901,6.549999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,66.84034182224528,51.817804280297345,5.904000000000001,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,66.98353062728731,51.161543413888595,5.9,5.680000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,66.961565605627,50.26645164864758,5.944000000000001,6.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,66.91289310616392,50.17153542597,5.929,7.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,66.85984249540113,49.40173256189575,5.9350000000000005,6.869999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,66.85576689072617,48.47203115989654,5.925999999999999,6.050000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,66.59816004259488,48.40568431742907,5.929,6.5600000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,66.4579776126217,48.29604648109766,5.91,6.220000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,66.40556307259008,49.31181626819899,5.895999999999999,6.4799999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,66.40947198603827,49.94329836820892,5.932,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,66.30490738320074,50.5343501972136,5.935,6.389999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,66.28069834989358,51.30882652655295,5.936999999999999,6.619999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,66.46932908037516,51.502580539091625,5.95,6.170000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,66.48379118872266,50.4252408227223,5.934000000000001,6.670000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
