Date/time: 12:16:25.856 PM 14-Aug-2019
seed,753
Parent-Memory,5
SchoolSize,100
Number-of-Schools,10
Departure-Probability,1
Number-of-Ranks,6
Initial-School-GCSE-Distribution,uniform
School-Value-Added,true
School-Value-Added-Distribution,normal
Location-Rules,true
Move-Closest,false
Avoid-Schools,true
Avoided-Threshold,0.75
School-Peer-Effect,0.25
Parent-Effect,0.25
Tick,School_id,school-type,school-x-cor,school-y-cor,all-pupils,Value-Added,GCSE-score,App-ratio,max-distance_y7,max-distance_y11,max-distance_unallocated,mean-distance_y7,mean-distance_y11,mean-distance_unallocated,mean-aspiration_y7,mean-aspiration_y11,mean-aspiration_unallocated,mean-attainment_y7,mean-attainment_y11,parents_rank1_y7,parents_rank2_y7,parents_rank3_y7,parents_rank4_y7,parents_rank5_y7,parents_rank6_y7,parents_unranked_y7,success-aspiration_y7,success-attainment_y11,parents_avoiding_y7,parents_moved_y7,mean-attainment_change_y11,count-attainment_change+_y11,count-attainment_change-_y11,parents_strategy1_y7,parents_strategy2_y7,parents_strategy3_y7,parents_strategy4_y7,parents_strategy5_y7,parents_strategy6_y7,parents_strategy7_y7,parents_strategy8_y7
0,1,state,34,-6,0,0.12,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,100,0,0,999,0,-1,0,0,0,0,0,0,0,0,0,0
0,6,state,-21,-50,0,0.16,1,0.01,-1,-1,78.55,-1,-1,78.55,-1,-1,0.26,-1,-1,0,0,0,0,0,0,100,0,0,999,0,-1,0,0,0,0,0,0,0,0,0,0
0,9,state,-26,-32,0,0.14,1,0.02,-1,-1,65.31,-1,-1,64.98,-1,-1,0.24,-1,-1,0,0,0,0,0,0,100,0,0,999,0,-1,0,0,0,0,0,0,0,0,0,0
0,4,state,-1,-36,0,0.05,1,0.01,-1,-1,59.68,-1,-1,59.68,-1,-1,0.26,-1,-1,0,0,0,0,0,0,100,0,0,999,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,state,-26,-22,0,0.05,1,0.02,-1,-1,56.4,-1,-1,56.4,-1,-1,0.26,-1,-1,1,0,0,0,0,0,99,0,0,999,0,-1,0,0,0,0,0,0,0,0,0,0
0,3,state,22,11,0,0.06,1,0.02,-1,-1,34,-1,-1,26.22,-1,-1,0.24,-1,-1,0,0,0,0,0,0,100,0,0,999,0,-1,0,0,0,0,0,0,0,0,0,0
0,5,state,27,-33,0,0.04,1,0.02,-1,-1,17.8,-1,-1,17.8,-1,-1,0.22,-1,-1,1,0,0,0,0,0,99,0,0,999,0,-1,0,0,0,0,0,0,0,0,0,0
0,7,state,11,33,0,0.11,1,0.01,-1,-1,58.59,-1,-1,58.59,-1,-1,0.22,-1,-1,0,0,0,0,0,0,100,0,0,999,0,-1,0,0,0,0,0,0,0,0,0,0
0,8,state,4,-11,0,0.28,1,0.01,-1,-1,34.93,-1,-1,34.93,-1,-1,0.22,-1,-1,0,0,0,0,0,0,100,0,0,999,0,-1,0,0,0,0,0,0,0,0,0,0
0,2,state,16,9,0,0.36,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,100,0,0,999,0,-1,0,0,0,0,0,0,0,0,0,0
1,9,state,-26,-32,100,0.14,1,0.01,29.55,-1,65.01,15.03,-1,65.01,49.93,-1,1.03,41.04,-1,0,0,0,0,0,0,100,100,0,998,0,-1,0,0,0,0,0,0,0,100,0,0
1,8,state,4,-11,100,0.28,1,0,18.03,-1,-1,11.08,-1,-1,49.73,-1,-1,44.28,-1,0,0,0,0,0,0,100,100,0,998,0,-1,0,0,0,0,0,0,0,100,0,0
1,1,state,34,-6,100,0.12,1,0,19.42,-1,-1,11.16,-1,-1,47.76,-1,-1,38.77,-1,0,0,0,0,0,0,100,100,0,998,0,-1,0,0,0,0,0,0,0,100,0,0
1,0,state,-26,-22,100,0.05,1,0.01,64.07,-1,-1,18.26,-1,-1,46.91,-1,-1,36.41,-1,1,0,0,0,0,0,99,99,0,998,0,-1,0,0,0,0,0,0,0,99,1,0
1,3,state,22,11,100,0.06,1,0.01,79.23,-1,47.17,33.57,-1,47.17,46.37,-1,1.03,36.12,-1,0,0,0,0,0,0,100,100,0,998,0,-1,0,0,0,0,0,0,0,100,0,0
1,2,state,16,9,100,0.36,1,0.01,72.69,-1,47.89,34.51,-1,47.89,51.69,-1,1.03,48.14,-1,0,0,0,0,0,0,100,100,0,998,0,-1,0,0,0,0,0,0,0,100,0,0
1,7,state,11,33,100,0.11,1,0,24.19,-1,-1,12.7,-1,-1,51.74,-1,-1,41.52,-1,0,0,0,0,0,0,100,100,0,998,0,-1,0,0,0,0,0,0,0,100,0,0
1,6,state,-21,-50,100,0.16,1,0,23.35,-1,-1,10.7,-1,-1,48.76,-1,-1,40.39,-1,0,0,0,0,0,0,100,100,0,998,0,-1,0,0,0,0,0,0,0,100,0,0
1,5,state,27,-33,100,0.04,1,0.01,59.14,-1,12,11.87,-1,12,48.72,-1,1.03,37.41,-1,0,0,0,0,0,0,100,99,0,998,0,-1,0,0,0,0,0,0,0,99,1,0
1,4,state,-1,-36,100,0.05,1,0.01,18.03,-1,40.11,10.43,-1,40.11,49.83,-1,1.03,38.51,-1,0,0,0,0,0,0,100,100,0,998,0,-1,0,0,0,0,0,0,0,100,0,0
2,7,state,11,33,200,0.11,1,0.01,27.29,-1,27.2,13.63,-1,27.2,50.33,-1,0.3,50.78,-1,0,0,0,0,0,0,100,100,0,999,0,-1,0,0,0,0,0,0,0,100,0,0
2,6,state,-21,-50,200,0.16,1,0,20.62,-1,-1,10.34,-1,-1,53.45,-1,-1,54.37,-1,0,0,0,0,0,0,100,100,0,999,0,-1,0,0,0,0,0,0,0,100,0,0
2,3,state,22,11,200,0.06,1,0.01,79.31,-1,27,33.74,-1,27,52.2,-1,0.3,49.7,-1,0,0,0,0,0,0,100,100,0,999,0,-1,0,0,0,0,0,0,0,100,0,0
2,5,state,27,-33,200,0.04,1,0,15.23,-1,-1,10.44,-1,-1,50.23,-1,-1,47.93,-1,0,0,0,0,0,0,100,100,0,999,0,-1,0,0,0,0,0,0,0,100,0,0
2,2,state,16,9,200,0.36,1,0.01,73.06,-1,-1,27.35,-1,-1,50.94,-1,-1,59.48,-1,1,0,0,0,0,0,99,100,0,999,0,-1,0,0,0,0,0,0,0,100,0,0
2,9,state,-26,-32,200,0.14,1,0,53.6,-1,-1,19.19,-1,-1,50.68,-1,-1,51.91,-1,0,0,0,0,0,0,100,100,0,999,0,-1,0,0,0,0,0,0,0,100,0,0
2,4,state,-1,-36,200,0.05,1,0,19.24,-1,-1,10.28,-1,-1,48.54,-1,-1,47.14,-1,0,0,0,0,0,0,100,100,0,999,0,-1,0,0,0,0,0,0,0,100,0,0
2,0,state,-26,-22,200,0.05,1,0.01,65.92,-1,39.12,20.08,-1,39.12,48.02,-1,0.3,46.37,-1,0,0,0,0,0,0,100,100,0,999,1,-1,0,0,0,0,0,0,1,99,0,0
