Date/time: 12:37:40.871 PM 14-Aug-2019
seed,883
Parent-Memory,5
SchoolSize,100
Number-of-Schools,10
Departure-Probability,1
Number-of-Ranks,6
Initial-School-GCSE-Distribution,uniform
School-Value-Added,true
School-Value-Added-Distribution,normal
Location-Rules,true
Move-Closest,false
Avoid-Schools,true
Avoided-Threshold,0.75
School-Peer-Effect,0.25
Parent-Effect,0.25
Tick,MeanGCSE,RangeGCSE,MeanAppRatio,RangeAppRatio,asp-moran-i,asp-moran-i-p,pv-moran-i,pv-moran-i-p,GA-m,GA-r,GA-p,GMx-m,GMx-r,GMx-p,GMn-m,GMn-r,GMn-p,AMx-m,AMx-r,AMx-p,AMn-m,AMn-r,AMn-p
14,72.60552832141371,27.808911350257617,6,6.289999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,72.52361069851513,29.09092655526654,5.999999999999999,6.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,72.52323620916599,30.16888099508506,6.000000000000001,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,72.54462948378026,31.293164198341614,6,6.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,72.59279863728935,37.62568057269307,6,6.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,72.62197975974172,43.11277830038229,6,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,72.7380320185601,46.058100477921,5.999999999999999,6.680000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,72.77642905051194,46.87702549194537,6,7.470000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,72.74394758484578,47.179550467265535,6.000000000000002,7.260000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,72.77050619894831,45.982091577781965,5.999999999999999,7.620000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,72.85386299853667,46.088773550516706,6,7.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,72.87824245181942,45.50267787777801,5.999999999999999,7.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,72.92327550844928,45.87504527259151,6,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,72.950732952837,46.06417918698834,6,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,73.07805417579401,46.71513389134124,6,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,73.09720722951717,47.24518797668613,6,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,73.03912004172368,48.342272394401064,6.000000000000001,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,73.02355200125717,48.94414385562073,6,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,73.1012291826798,49.76911555207721,6,7.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,73.0877848783115,50.49311946962986,6.000000000000002,7.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,73.20637407891482,50.584671476918544,6,7.390000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,73.30490143092139,50.95386812641565,5.999999999999999,7.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,73.28924549733158,50.132066091420654,6,7.390000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,73.24335093553925,48.41875351880314,6,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,73.22673086490573,48.44512615360233,5.999999999999999,7.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,73.05365438183114,48.6334056296752,6.000000000000001,7.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,73.10180394233726,48.36241962393078,6,7.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,73.03620980356135,49.15922526300607,6.000000000000001,7.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,72.90538124151446,51.23555816250877,6,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,72.77930594140217,51.50963730392267,6,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,72.77551063732878,51.71174122311198,6,7.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,72.59180266186995,51.85073928636645,6,7.779999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,72.58073661779385,51.93929602224752,6,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,72.62402293836924,52.02299463572528,6,7.9399999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,72.7336263098259,51.580526250599206,6,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,72.68693726688551,51.174005751336665,6.000000000000001,7.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,72.69892548599174,50.44080766676738,6,7.970000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,72.77091022444301,50.419963155160545,5.999999999999999,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,72.8097555906919,49.24925310219864,6.000000000000001,7.6899999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,72.65622635672906,49.32414062759004,6,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,72.73513852318817,49.391261646948486,6,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,72.92452203659154,49.72278367220962,6,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,72.85183630117025,48.83477725253736,6,7.220000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,72.75527480242489,48.28200492108436,6.000000000000001,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,72.8579194924813,48.581983255631556,5.999999999999999,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,72.75790971258928,49.55667464439519,6.000000000000001,7.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,72.69252251515437,50.15724967851276,6,7.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,72.82450717881746,51.54295549174813,5.999999999999999,7.609999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,73.09025687584223,52.67849161589934,6,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,73.0144102548264,52.946645026352,6,7.859999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,73.10187428430737,51.23811882152496,6,7.609999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,72.90136605688133,51.29487562116726,6.000000000000001,7.779999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,72.87326622613196,51.4910148329631,6.000000000000001,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,72.81301285362176,51.68190361224134,6,7.5600000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,72.93776798041492,51.41275959571916,6,7.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,72.8155337318262,52.223680743904715,6,7.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,72.98024529365784,51.7853116152463,6,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,73.06816179630891,51.083167854073515,6,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,73.01358468190415,51.4180099047947,6,7.890000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,72.99058069530517,51.95573084513458,6,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,72.97797716986022,52.15931646704252,6,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,73.03388032050627,52.53749938264185,6,7.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,72.86132816610389,52.10631276389402,6,7.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,72.88866451905008,50.609401064575785,6.000000000000001,7.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,72.89712626802296,48.39246161192414,6,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,72.9395305719919,46.18550169712265,6,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,72.6737192083759,45.84697918773421,6.000000000000001,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,72.57393105744333,45.87000127084078,6,6.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,72.48076332916696,46.51042574393723,6,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,72.39403322053978,47.20496387923812,6,7.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,72.49678488975454,49.553965465632594,6,7.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,72.64020100569755,49.79440935914738,6,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,72.73562710711671,50.17001683090935,5.999999999999998,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,72.73143579850286,51.10346088499817,6,7.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,72.94580302865872,52.031884575730885,5.999999999999999,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,72.72637188386507,51.21795270248579,5.999999999999999,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,72.64712545594327,50.289972087572764,6,7.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,72.5426659361215,49.21155550443808,6.000000000000001,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,72.49696306521913,47.54342137897734,6,7.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,72.41998036881354,46.183140851167614,6,7.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,72.66820988057565,46.45757917463418,6.000000000000001,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,72.7878846825567,48.06476876767559,5.999999999999999,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,72.91036271746701,49.494127207019645,6.000000000000001,7.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,72.86213817706246,50.67621576471941,6,7.390000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,72.70981162532928,52.119013041808394,6.000000000000001,7.6899999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,72.65577849721896,52.49977550042481,6,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
