Date/time: 12:03:14.030 PM 14-Aug-2019
seed,818
Parent-Memory,5
SchoolSize,100
Number-of-Schools,10
Departure-Probability,1
Number-of-Ranks,6
Initial-School-GCSE-Distribution,uniform
School-Value-Added,true
School-Value-Added-Distribution,normal
Location-Rules,true
Move-Closest,false
Avoid-Schools,true
Avoided-Threshold,0.75
School-Peer-Effect,0.25
Parent-Effect,0.25
Tick,MeanGCSE,RangeGCSE,MeanAppRatio,RangeAppRatio,asp-moran-i,asp-moran-i-p,pv-moran-i,pv-moran-i-p,GA-m,GA-r,GA-p,GMx-m,GMx-r,GMx-p,GMn-m,GMn-r,GMn-p,AMx-m,AMx-r,AMx-p,AMn-m,AMn-r,AMn-p
13,62.44312886939495,22.67843029881513,5.809,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,62.527929452122805,19.27629881043795,5.838000000000001,7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,62.607201633125854,19.892958015275795,5.811000000000001,7.970000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,62.58940762591446,22.338903970233012,5.807,7.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,62.618056695064375,24.571812348003107,5.793000000000001,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,62.87921726552306,28.94732533848979,5.799,6.799999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,62.89042926016428,30.07051815271904,5.7909999999999995,7.279999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,62.922285076883995,30.696017637010733,5.761,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,62.93438869754948,30.407052129849383,5.699000000000001,8.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,63.02781277019396,30.68755244795792,5.765,7.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,63.20311756343851,32.636805611703736,5.837000000000001,8.030000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,63.35399132703782,33.75335233249496,5.816000000000001,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,63.53333016857516,35.588827842052666,5.868,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,63.75725941077199,35.58147912766457,5.845000000000001,8.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,63.65676150666574,35.19935750468813,5.843999999999999,8.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,63.38350595543339,35.04915712787705,5.862,8.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,63.19109612605426,34.34702604676895,5.848000000000001,8.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,63.12660593711615,34.37673075895199,5.811,8.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,62.83405028706702,34.72651461538347,5.81,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,62.825714317621916,35.27098140093925,5.7669999999999995,7.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,62.85003493734517,35.49797623832181,5.8,7.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,62.99521779442681,35.531463167679775,5.795000000000001,7.8500000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,62.91712968407798,35.22359926454037,5.819,8.040000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,62.869710383364556,35.03221688386034,5.84,7.700000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,62.97210953877628,34.06955905183656,5.802,7.6899999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,63.04633133981213,33.98345180452817,5.751,7.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,63.10219771236534,33.70396880950125,5.778999999999999,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,63.104600496826606,35.30133111907284,5.797,7.8100000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,63.03233128359068,36.57689828545209,5.843,7.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,62.922921699362334,36.70855379576654,5.808999999999999,8.540000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,62.827279218150146,36.05337441528481,5.825,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,62.68129739011042,35.5622120741638,5.788,8.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,62.64409834852346,35.77665846151808,5.819000000000001,8.420000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,62.82236171688248,35.71377409834417,5.821,7.7700000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,62.9516143058255,36.560489054582945,5.8,7.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,63.06832183939555,37.07409039748922,5.773999999999999,7.2700000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,62.98935821010739,37.44815884618824,5.747,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,63.001960327260534,36.85304705324087,5.8389999999999995,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,62.88722630181705,34.95114694049363,5.798,7.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,62.76167526035202,33.76476260811133,5.821,8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,62.6341237584147,34.18659081868203,5.830000000000001,7.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,62.77948626217121,35.91225776304505,5.848,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,62.721613480048575,37.41747989185094,5.833,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,62.75041779070168,37.59821922984798,5.824,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,62.719881385652876,37.214704886339,5.837,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,62.78916690257792,37.517617465191655,5.831,8.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,62.59285890488093,37.66657445294277,5.772,8.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,62.72129373008634,37.45452680475954,5.843999999999999,7.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,62.845408844129565,37.180532921300596,5.83,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,62.95487032122355,37.1696138309322,5.8,7.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,63.04494170290282,36.06126747106453,5.805999999999999,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,63.30598772419167,34.991265117282424,5.817,8.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,63.185978672365835,34.61099856997726,5.821,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,63.245238949349186,35.564340828294455,5.818,8.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,63.29410615210708,36.60379892884583,5.833,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,63.22457460969021,36.61660799585882,5.773999999999999,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,62.933216330292964,37.75447053294824,5.8469999999999995,7.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,63.044167323383796,37.29202203814832,5.828,8.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,62.93881588993793,36.55825363303632,5.859999999999999,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,62.83754698656544,36.7343979123166,5.845000000000001,8.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,62.97924828133125,37.52675430182895,5.836,8.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,63.1075857989724,38.572601849952434,5.756,7.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,63.17978732015031,37.65654047839722,5.8050000000000015,8.120000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,63.136989716128504,37.11291801724716,5.812,7.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,63.06497370766889,36.15908070578078,5.796000000000001,8.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,62.905035210995166,34.890277024451294,5.822,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,62.9302305519224,35.069972865144834,5.825,8.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,62.98006830878055,36.02040535581574,5.843,8.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,63.09974408727027,38.61025104518965,5.827,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,63.3284887204591,39.02940709867259,5.816999999999999,8.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,63.37657521857619,39.55234635774982,5.822,7.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,63.45722941023102,38.391905020184716,5.817,8.370000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,63.279418085271416,37.32007076247047,5.8629999999999995,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,63.24509356934634,35.60205192252623,5.87,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,63.144440051953794,36.16180361074335,5.818,8.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,63.03556203060591,36.70703466566114,5.837,7.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,62.822346801874644,36.086562937268255,5.842,7.990000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,62.87338871682791,36.377941867108696,5.841000000000001,7.780000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,62.52842606847476,35.73343787381047,5.8740000000000006,8.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,62.37530191727128,35.1459425231735,5.7940000000000005,7.970000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,62.27531007099721,34.93654560674353,5.843999999999999,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,62.309318409038895,34.44828842482466,5.796,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,62.116527054791995,35.4424472253144,5.856999999999999,7.8100000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,62.29585185489975,36.47402313723932,5.809,8.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,62.26405853692923,37.16423326142451,5.837000000000001,7.840000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,62.347067721462906,36.72124967938901,5.794,8.219999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,62.40499095884271,35.80282642113704,5.830999999999999,8.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
