Date/time: 12:39:20.300 PM 14-Aug-2019
seed,935
Parent-Memory,5
SchoolSize,100
Number-of-Schools,10
Departure-Probability,1
Number-of-Ranks,6
Initial-School-GCSE-Distribution,uniform
School-Value-Added,true
School-Value-Added-Distribution,normal
Location-Rules,true
Move-Closest,false
Avoid-Schools,true
Avoided-Threshold,0.75
School-Peer-Effect,0.25
Parent-Effect,0.25
Tick,MeanGCSE,RangeGCSE,MeanAppRatio,RangeAppRatio,asp-moran-i,asp-moran-i-p,pv-moran-i,pv-moran-i-p,GA-m,GA-r,GA-p,GMx-m,GMx-r,GMx-p,GMn-m,GMn-r,GMn-p,AMx-m,AMx-r,AMx-p,AMn-m,AMn-r,AMn-p
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0.042,0.060000000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0.006,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13.45392634245709,4.608662127083093,0.006,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,26.20056585584039,9.438646520015975,0.327,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,39.007238593910266,14.66494392422969,1.8159999999999996,2.8499999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,51.92135711887223,19.848495302023878,3.875000000000001,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,64.80040050085725,24.762588567138508,5.3790000000000004,6.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,65.35579416153958,25.546230102564408,5.933,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,65.79983981293901,25.59480276653393,5.927000000000001,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,65.85361142432885,21.78173944183031,5.923,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
