Date/time: 12:39:20.297 PM 14-Aug-2019
seed,935
Parent-Memory,5
SchoolSize,100
Number-of-Schools,10
Departure-Probability,1
Number-of-Ranks,6
Initial-School-GCSE-Distribution,uniform
School-Value-Added,true
School-Value-Added-Distribution,normal
Location-Rules,true
Move-Closest,false
Avoid-Schools,true
Avoided-Threshold,0.75
School-Peer-Effect,0.25
Parent-Effect,0.25
Tick,School_id,school-type,school-x-cor,school-y-cor,all-pupils,Value-Added,GCSE-score,App-ratio,max-distance_y7,max-distance_y11,max-distance_unallocated,mean-distance_y7,mean-distance_y11,mean-distance_unallocated,mean-aspiration_y7,mean-aspiration_y11,mean-aspiration_unallocated,mean-attainment_y7,mean-attainment_y11,parents_rank1_y7,parents_rank2_y7,parents_rank3_y7,parents_rank4_y7,parents_rank5_y7,parents_rank6_y7,parents_unranked_y7,success-aspiration_y7,success-attainment_y11,parents_avoiding_y7,parents_moved_y7,mean-attainment_change_y11,count-attainment_change+_y11,count-attainment_change-_y11,parents_strategy1_y7,parents_strategy2_y7,parents_strategy3_y7,parents_strategy4_y7,parents_strategy5_y7,parents_strategy6_y7,parents_strategy7_y7,parents_strategy8_y7
0,3,state,22,11,0,0.05,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,100,0,0,1000,0,-1,0,0,0,0,0,0,0,0,0,0
0,7,state,11,33,0,0.13,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,100,0,0,1000,0,-1,0,0,0,0,0,0,0,0,0,0
0,4,state,-1,-36,0,0.27,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,100,0,0,1000,0,-1,0,0,0,0,0,0,0,0,0,0
0,9,state,-26,-32,0,0.08,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,100,0,0,1000,0,-1,0,0,0,0,0,0,0,0,0,0
0,1,state,34,-6,0,0.25,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,100,0,0,1000,0,-1,0,0,0,0,0,0,0,0,0,0
0,8,state,4,-11,0,0.26,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,100,0,0,1000,0,-1,0,0,0,0,0,0,0,0,0,0
0,6,state,-21,-50,0,0.2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,100,0,0,1000,0,-1,0,0,0,0,0,0,0,0,0,0
0,5,state,27,-33,0,0.21,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,100,0,0,1000,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,state,-26,-22,0,0.06,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,100,0,0,1000,0,-1,0,0,0,0,0,0,0,0,0,0
0,2,state,16,9,0,0.06,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,100,0,0,1000,0,-1,0,0,0,0,0,0,0,0,0,0
1,3,state,22,11,100,0.05,1,0,78.16,-1,-1,35.43,-1,-1,55.42,-1,-1,43.05,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
1,1,state,34,-6,100,0.25,1,0,17.8,-1,-1,10.74,-1,-1,54.1,-1,-1,47.33,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
1,5,state,27,-33,100,0.21,1,0,17.12,-1,-1,10.74,-1,-1,56.24,-1,-1,48.09,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
1,0,state,-26,-22,100,0.06,1,0,34.23,-1,-1,13.97,-1,-1,56.48,-1,-1,43.93,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
1,9,state,-26,-32,100,0.08,1,0,52.8,-1,-1,18.68,-1,-1,54.77,-1,-1,43.37,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
1,6,state,-21,-50,100,0.2,1,0,25.71,-1,-1,11.08,-1,-1,56.03,-1,-1,47.69,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
1,2,state,16,9,100,0.06,1,0,68.15,-1,-1,25.58,-1,-1,53.68,-1,-1,41.76,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
1,4,state,-1,-36,100,0.27,1,0,16.97,-1,-1,9.98,-1,-1,54.27,-1,-1,48.04,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
1,7,state,11,33,100,0.13,1,0,102.59,-1,-1,16.44,-1,-1,53.82,-1,-1,43.86,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
1,8,state,4,-11,100,0.26,1,0,17.2,-1,-1,10.01,-1,-1,55.99,-1,-1,49.37,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
2,8,state,4,-11,200,0.26,1,0.07,40.31,-1,53.85,12.6,-1,35.69,50.28,-1,0.31,56.68,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
2,6,state,-21,-50,200,0.2,1,0.06,33.24,-1,44.05,13.82,-1,28.7,49.19,-1,0.21,53.78,-1,1,0,0,0,0,0,99,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
2,9,state,-26,-32,200,0.08,1,0.06,48.26,-1,51.55,16.19,-1,27.52,51.12,-1,0.23,51.32,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
2,3,state,22,11,200,0.05,1,0.01,77.1,-1,1.41,33.4,-1,1.41,49.15,-1,0.81,48.94,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
2,2,state,16,9,200,0.06,1,0.02,73.68,-1,60.03,36.67,-1,60.03,48.22,-1,0.47,47.95,-1,1,0,0,0,0,0,99,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
2,5,state,27,-33,200,0.21,1,0.06,16.12,-1,56.36,10.9,-1,38.21,50.38,-1,0.32,55.1,-1,1,0,0,0,0,0,99,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
2,0,state,-26,-22,200,0.06,1,0.05,55.87,-1,35.36,16.1,-1,30.34,49.73,-1,0.19,49.66,-1,1,0,0,0,0,0,99,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
2,7,state,11,33,200,0.13,1,0.01,24,-1,25.08,12.31,-1,25.08,50.81,-1,0.81,52.37,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
2,1,state,34,-6,200,0.25,1,0.02,18.38,-1,43.42,10.73,-1,32.02,50.25,-1,0.48,55.8,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
2,4,state,-1,-36,200,0.27,1,0.06,17,-1,38.08,11.07,-1,32.02,47.1,-1,0.31,53.71,-1,3,0,0,0,0,0,97,100,0,1000,0,-1,0,0,0,0,0,0,0,100,0,0
3,4,state,-1,-36,300,0.27,1,0,15.62,-1,-1,9.59,-1,-1,49.14,-1,-1,57.23,-1,0,0,0,0,0,0,100,97,0,993,0,-1,0,0,0,36,0,0,0,61,3,0
3,2,state,16,9,300,0.06,1,0,68.59,-1,-1,28.14,-1,-1,48.6,-1,-1,49.54,-1,0,0,0,0,0,0,100,99,0,993,0,-1,0,0,0,35,0,0,0,64,1,0
3,7,state,11,33,300,0.13,1,0,102.26,-1,-1,15.7,-1,-1,53.15,-1,-1,56.01,-1,0,0,0,0,0,0,100,100,0,993,0,-1,0,0,0,38,0,0,0,62,0,0
3,3,state,22,11,300,0.05,1,0,78.41,-1,-1,31.93,-1,-1,50.31,-1,-1,51.1,-1,0,0,0,0,0,0,100,100,0,993,0,-1,0,0,0,43,0,0,0,57,0,0
3,6,state,-21,-50,300,0.2,1,0,19.31,-1,-1,10.6,-1,-1,49.8,-1,-1,55.93,-1,0,0,0,0,0,0,100,99,0,993,0,-1,0,0,0,31,0,0,0,68,1,0
3,5,state,27,-33,300,0.21,1,0,17.72,-1,-1,11.12,-1,-1,51.39,-1,-1,57.72,-1,0,0,0,0,0,0,100,99,0,993,0,-1,0,0,0,48,1,0,0,51,0,0
3,0,state,-26,-22,300,0.06,1,0,46.86,-1,-1,14.42,-1,-1,52.59,-1,-1,53.15,-1,0,0,0,0,0,0,100,99,0,993,0,-1,0,0,0,33,0,0,0,66,1,0
3,8,state,4,-11,300,0.26,1,0,26.08,-1,-1,11.65,-1,-1,50.32,-1,-1,58.63,-1,0,0,0,0,0,0,100,100,0,993,0,-1,0,0,0,11,0,0,0,89,0,0
3,1,state,34,-6,300,0.25,1,0,19.24,-1,-1,11.81,-1,-1,50.82,-1,-1,58.3,-1,0,0,0,0,0,0,100,100,0,993,0,-1,0,0,0,16,0,0,0,84,0,0
3,9,state,-26,-32,300,0.08,1,0,38.21,-1,-1,15.92,-1,-1,46.78,-1,-1,49.46,-1,0,0,0,0,0,0,100,100,0,993,0,-1,0,0,0,41,0,0,0,59,0,0
4,4,state,-1,-36,400,0.27,1,0.01,26.4,-1,30,11.76,-1,30,47.06,-1,0.69,56.64,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,49,0,0,0,51,0,0
4,0,state,-26,-22,400,0.06,1,0.01,65.3,-1,38.64,25.52,-1,38.64,51.3,-1,0.69,52.89,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,58,0,0,0,42,0,0
4,3,state,22,11,400,0.05,1,0,54.33,-1,-1,27.53,-1,-1,49.11,-1,-1,50.81,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,46,0,0,0,54,0,0
4,9,state,-26,-32,400,0.08,1,0.01,50,-1,28.86,15.44,-1,28.86,50.88,-1,0.69,53.17,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,38,0,0,0,62,0,0
4,2,state,16,9,400,0.06,1,0,78.45,-1,-1,30.94,-1,-1,48.13,-1,-1,49.78,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,37,0,0,0,63,0,0
4,7,state,11,33,400,0.13,1,0,18.36,-1,-1,10.48,-1,-1,50.92,-1,-1,55.24,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,20,0,0,0,80,0,0
4,8,state,4,-11,400,0.26,1,0.01,18.03,-1,54.13,10.43,-1,54.13,51.71,-1,0.69,61.1,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,21,0,0,0,79,0,0
4,1,state,34,-6,400,0.25,1,0,19.1,-1,-1,11.29,-1,-1,49.09,-1,-1,58.06,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,19,0,0,0,81,0,0
4,6,state,-21,-50,400,0.2,1,0.01,34.21,-1,-1,9.83,-1,-1,51.28,-1,-1,58.18,-1,1,0,0,0,0,0,99,100,0,1000,0,-1,0,0,0,29,0,0,0,71,0,0
4,5,state,27,-33,400,0.21,1,0.01,15.26,-1,53.34,10.14,-1,53.34,48.5,-1,0.69,56.36,-1,0,0,0,0,0,0,100,100,0,1000,0,-1,0,0,0,44,0,0,0,56,0,0
5,5,state,27,-33,500,0.21,1,0,14.32,17.12,-1,9.73,10.74,-1,51.07,56.24,-1,59.21,69.53,0,0,0,0,0,0,100,100,100,999,0,13.29,100,0,0,44,0,0,0,56,0,0
5,7,state,11,33,500,0.13,1,0,22.09,102.59,-1,12.3,16.44,-1,49.87,53.82,-1,54.96,60.35,0,0,0,0,0,0,100,100,85,999,0,6.53,85,15,0,38,0,0,0,62,0,0
5,8,state,4,-11,500,0.26,1,0,17.49,17.2,-1,10.51,10.01,-1,49.52,55.99,-1,60.12,74.88,0,0,0,0,0,0,100,100,100,999,0,18.89,100,0,0,19,0,0,0,81,0,0
5,9,state,-26,-32,500,0.08,1,0,59.64,52.8,-1,20.77,18.68,-1,48.47,54.77,-1,51.74,56.76,0,0,0,0,0,0,100,100,64,999,0,1.98,64,36,0,48,0,0,0,52,0,0
5,0,state,-26,-22,500,0.06,1,0,72.8,34.23,-1,24.12,13.97,-1,52.93,56.48,-1,54.53,56.23,0,0,0,0,0,0,100,100,53,999,0,-0.25,53,47,0,42,0,0,0,58,0,0
5,3,state,22,11,500,0.05,1,0,57.31,78.16,-1,29.32,35.43,-1,49.29,55.42,-1,51.26,54.89,0,0,0,0,0,0,100,100,49,999,0,-0.53,49,51,0,48,0,0,0,52,0,0
5,6,state,-21,-50,500,0.2,1,0,45.22,25.71,-1,15.25,11.08,-1,52.23,56.03,-1,59.79,68.32,0,0,0,0,0,0,100,99,98,999,1,12.29,98,2,0,54,0,0,0,45,1,0
5,4,state,-1,-36,500,0.27,1,0,31.91,16.97,-1,11.74,9.98,-1,46.23,54.27,-1,56.72,72.9,0,0,0,0,0,0,100,100,100,999,0,18.63,100,0,0,52,0,0,0,48,0,0
5,1,state,34,-6,500,0.25,1,0,17.09,17.8,-1,9.97,10.74,-1,51.47,54.1,-1,61,71.46,0,0,0,0,0,0,100,100,100,999,0,17.36,100,0,0,11,0,0,0,89,0,0
5,2,state,16,9,500,0.06,1,0,47.8,68.15,-1,14.36,25.58,-1,47.3,53.68,-1,49.45,53.44,0,0,0,0,0,0,100,100,50,999,0,-0.24,50,50,0,8,0,0,0,92,0,0
6,7,state,11,33,500,0.13,13,0,28.64,24,-1,14.19,12.31,-1,49.08,50.81,-1,54.69,61.01,0,0,0,0,0,0,100,97,91,1000,0,10.2,91,9,0,48,0,0,0,52,0,0
6,4,state,-1,-36,500,0.27,15.16,0.01,27.78,17,37.05,12.41,11.07,37.05,50.44,47.1,0.7,61.13,71.81,0,0,0,0,0,0,100,97,100,1000,0,24.71,100,0,0,53,0,0,0,47,0,0
6,9,state,-26,-32,500,0.08,12.1,0,31.06,48.26,-1,15.09,16.19,-1,47.24,51.12,-1,51,56.5,0,0,0,0,0,0,100,96,77,1000,0,5.38,77,23,0,40,0,0,0,60,0,0
6,6,state,-21,-50,500,0.2,14.25,0,47.07,33.24,-1,18.52,13.82,-1,50.38,49.19,-1,58.89,67.25,0,0,0,0,0,0,100,98,100,1000,0,18.06,100,0,0,55,0,0,0,45,0,0
6,1,state,34,-6,500,0.25,15.36,0.01,15,18.38,32.06,9.72,10.73,32.06,47.28,50.25,0.7,58.13,72.82,0,0,0,0,0,0,100,94,100,1000,0,22.57,100,0,0,14,0,0,0,86,0,0
6,3,state,22,11,500,0.05,11.4,0.01,54.92,77.1,50.96,24.46,33.4,50.96,47.15,49.15,0.7,49.8,53.01,0,0,0,0,0,0,100,95,67,1000,0,3.86,67,33,0,38,0,0,0,62,0,0
6,5,state,27,-33,500,0.21,14.62,0.01,15.81,16.12,-1,10.47,10.9,-1,48.6,50.38,-1,57.73,69.08,1,0,0,0,0,0,99,94,100,1000,0,18.7,100,0,0,51,0,0,0,49,0,0
6,8,state,4,-11,500,0.26,15.8,0.01,18.38,40.31,41.87,10.92,12.6,41.87,50.27,50.28,0.7,61.57,74.99,0,0,0,0,0,0,100,95,100,1000,0,24.72,100,0,0,31,0,0,0,69,0,0
6,0,state,-26,-22,500,0.06,11.66,0,34.53,55.87,-1,13.78,16.1,-1,50.87,49.73,-1,53.24,54.28,0,0,0,0,0,0,100,98,75,1000,0,4.55,75,25,0,34,0,0,0,66,0,0
6,2,state,16,9,500,0.06,11.19,0.01,77.93,73.68,51.08,29.28,36.67,51.08,48.99,48.22,0.7,50.94,51.95,0,0,0,0,0,0,100,97,68,1000,0,3.74,68,32,0,35,0,0,0,65,0,0
7,8,state,4,-11,500,0.26,30.95,0.6,15.03,26.08,73.44,10.08,11.65,36.31,55.04,50.32,12.99,66.08,76.73,8,0,0,0,0,0,92,86,100,999,0,26.41,100,0,0,23,0,0,0,77,0,0
