Date/time: 03:35:15.076 PM 14-Aug-2019
seed,143
Parent-Memory,5
SchoolSize,100
Number-of-Schools,10
Departure-Probability,1
Number-of-Ranks,6
Initial-School-GCSE-Distribution,uniform
School-Value-Added,true
School-Value-Added-Distribution,normal
Location-Rules,true
Move-Closest,false
Avoid-Schools,true
Avoided-Threshold,0.75
School-Peer-Effect,0.25
Parent-Effect,0.25
Tick,MeanGCSE,RangeGCSE,MeanAppRatio,RangeAppRatio,asp-moran-i,asp-moran-i-p,pv-moran-i,pv-moran-i-p,GA-m,GA-r,GA-p,GMx-m,GMx-r,GMx-p,GMn-m,GMn-r,GMn-p,AMx-m,AMx-r,AMx-p,AMn-m,AMn-r,AMn-p
13,62.94516464605739,29.29099893738016,5.877,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,62.95598384720485,27.664316056001816,5.86,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,62.89758842013022,26.66943487576855,5.8870000000000005,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,62.86082980844844,26.033112967746497,5.810999999999999,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,62.92359647866364,28.492598222038758,5.845,3.4299999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,62.88110668981746,33.306984663494816,5.8469999999999995,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,63.05988902328297,37.7453213847767,5.828000000000001,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,63.201856965232025,39.135751460377605,5.7669999999999995,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,63.3022433036828,41.3534486155798,5.806,4.699999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,63.46220372955297,42.862386287140914,5.838,4.629999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,63.53623686202373,43.58832235734107,5.845000000000001,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,63.4312227126146,44.8462195717464,5.852,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,63.48993079498662,45.44923390990221,5.813,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,63.46208138019692,47.16673832872131,5.828,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,63.59421001776472,46.534799629340824,5.861,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,63.721872279798205,45.67623205007274,5.829,4.809999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,63.7464533249527,44.10519317246908,5.831,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,63.69876403889225,43.292160736771,5.872,5.020000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,63.636605686318056,44.55036959162882,5.825,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,63.50613637664187,45.76330531187533,5.885999999999998,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,63.43405081999866,46.516759120241,5.878,4.899999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,63.51361524212009,47.56358397774129,5.8889999999999985,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,63.47485274943695,49.020019682677756,5.87,5.199999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,63.56421348078332,49.88062578626859,5.873,5.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,63.564951435636274,49.30739766059108,5.8759999999999994,5.539999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,63.56159139988726,48.6539245317566,5.872,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,63.376178014373956,47.96669988756708,5.883,5.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,63.37825243246209,47.045974618219645,5.8420000000000005,5.199999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,63.332626994971314,48.42896257966975,5.837999999999999,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,63.26938668395928,48.69497985615372,5.856,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,63.30498716126273,48.49808335701667,5.819999999999999,4.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,63.53418159687866,49.30039552917039,5.842999999999999,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,63.45792051280976,47.699375783404285,5.863,4.700000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,63.43973250703658,46.813064231965214,5.822,4.790000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,63.489221140467905,46.618463224226346,5.856,4.699999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,63.45932033735787,47.804378784376745,5.889,5.529999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,63.38842833439878,48.59908324337668,5.889,5.389999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,63.58052418400494,48.65892382804682,5.876,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,63.62485182153516,50.00338836213669,5.843,5.5200000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,63.6916857849464,50.11155518166099,5.869,5.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,63.835264988632275,48.97153678886296,5.877999999999999,5.880000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,63.83526764231543,47.32360309227009,5.861,5.529999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,63.89736218694611,47.188057803198944,5.922,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,63.85240914770263,48.23681733783531,5.860999999999999,5.470000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,63.772843219956464,48.39106742175964,5.891,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,63.56831087926365,49.25140170372356,5.869000000000001,4.540000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,63.566029944193836,48.74115371637572,5.859,4.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,63.26029052267931,48.22562966802086,5.871,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,63.29899604625132,47.92596011077015,5.819,5.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,63.35131966061763,50.241377797106985,5.898999999999999,5.449999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,63.45404961123175,51.14825146649299,5.888999999999999,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,63.47946604621168,50.51703689306636,5.8519999999999985,5.699999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,63.61134791445771,50.63471200569657,5.854,5.949999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,63.65048677101686,50.31978662716794,5.859,5.129999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,63.70779760419557,48.465384660096994,5.862,5.959999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,63.60154247340083,47.17146848071927,5.867,5.779999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,63.70152040948169,48.419211304547495,5.829999999999999,5.449999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,63.8061294485719,49.33188999978093,5.883000000000001,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,63.77027124384883,49.63375553802556,5.906000000000001,5.210000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,63.85381656818639,49.03513802473101,5.889,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,63.9438651243254,47.63371131996401,5.873,4.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,63.98718502398236,46.46007433993864,5.860000000000001,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,63.99715149236143,47.06573579551021,5.915,5.0200000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,64.06393313228241,48.406592891004045,5.8660000000000005,5.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,64.05272884060155,49.39021233558526,5.915000000000001,5.629999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,64.04670406872356,49.90910538564945,5.889,5.699999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,64.03533732952272,50.09819137101692,5.891,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,63.9693305194091,50.16842796784353,5.891,5.790000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,63.925957578633685,49.14969550899322,5.9079999999999995,5.8999999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,63.8286202102482,48.00462443580962,5.896,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,63.881734107786556,49.35945936186263,5.8709999999999996,5.219999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,63.76659858198474,50.05894292038096,5.903999999999999,4.959999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,63.831109855802254,49.08745053922114,5.8740000000000006,4.8999999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,63.85950896405252,48.314093135226784,5.869999999999999,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,63.84567370294551,47.4697468953449,5.848,5.0600000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,63.767487056229186,46.24951312382725,5.864,4.760000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,63.61204843424421,46.74238957041433,5.856999999999999,5.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,63.52385587940438,48.22177772585758,5.882,4.799999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,63.475168589248895,48.92624510279159,5.885000000000001,5.690000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,63.44184392398772,50.11434148465047,5.861000000000001,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,63.30489777712652,48.948922970631514,5.877,5.7700000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,63.5037890177692,48.33579537769127,5.862,5.450000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,63.415995974149666,47.25175788481967,5.86,5.829999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,63.314808551722976,47.08469084391938,5.853000000000001,5.360000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,63.392724711617156,48.36949442302397,5.860999999999999,5.7299999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,63.415684292656714,48.30927349356763,5.862,5.1000000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,63.25619123427763,48.149381398221976,5.863999999999999,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
