Date/time: 12:40:18.465 PM 14-Aug-2019
seed,974
Parent-Memory,5
SchoolSize,100
Number-of-Schools,10
Departure-Probability,1
Number-of-Ranks,6
Initial-School-GCSE-Distribution,uniform
School-Value-Added,true
School-Value-Added-Distribution,normal
Location-Rules,true
Move-Closest,false
Avoid-Schools,true
Avoided-Threshold,0.75
School-Peer-Effect,0.25
Parent-Effect,0.25
Tick,MeanGCSE,RangeGCSE,MeanAppRatio,RangeAppRatio,asp-moran-i,asp-moran-i-p,pv-moran-i,pv-moran-i-p,GA-m,GA-r,GA-p,GMx-m,GMx-r,GMx-p,GMn-m,GMn-r,GMn-p,AMx-m,AMx-r,AMx-p,AMn-m,AMn-r,AMn-p
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0.006,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0.012,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13.32645353409993,6.4231763397585695,0.018000000000000002,0.019999999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,26.07720517248841,12.542900103661989,0.36600000000000005,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,38.921023539022755,18.640382171075167,1.7189999999999999,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,51.97986007882383,24.942472771504917,3.782000000000001,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,64.89180459439264,31.55677506530759,5.371,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,65.57567172782578,31.32942749246906,5.906000000000001,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,65.76416740250336,29.886903360915596,5.914,4.200000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
